"壹点问法|前女友以我名义买房,分手后她不还房贷,我该怎么办?",https://baijiahao.baidu.com/s?id=1670818352443765624
"还剩最后俩月,你的房贷利率转换了吗?",https://baijiahao.baidu.com/s?id=1670735252501309583
黑猫投诉:租房贷青客未如期归还华瑞房贷导致个人征信失信,"https://news.sina.cn/2020-06-29/detail-iirczymk9562264.d.html?vt=4"""
"官方回应银行将获券商牌照,网友热议:看来未来靠房贷得日子快活不...","https://voice.hupu.com/other/2598036.html"""
"忽悠房贷继续降息的“专家们”打脸,央行连续两月给出实际答案",https://baijiahao.baidu.com/s?id=1670838967541932830
"央行新规还剩最后两个月,30年房贷这么还,能省好几万",https://baijiahao.baidu.com/s?id=1670820302946735191
"如果人去坐牢了,不能还房贷,房子最后会怎么处理?看完你就知道了","https://3g.163.com/news/article/FG9IR363054454N5.html"""
比房贷还低湖南银行业消费贷“价格战”兴起,"http://money.rednet.cn/content/2020/06/29/7581848.html"""
"多家银行“变脸”,“求”客户去贷款,利率比房贷低你“贷”吗",https://baijiahao.baidu.com/s?id=1670388553279863490
郑州迎来“大四环”快时代/多地房贷利率稳中微降/豫V号牌要来了,"https://3g.163.com/news/article/FG9H6P36051593M2.html"""
"克而瑞证券:房贷利率下行,土地成交缩量",https://baijiahao.baidu.com/s?id=1670816696307334908
"银行职员教你还房贷,不仅省钱,而且没有压力,你学会了吗?",https://baijiahao.baidu.com/s?id=1670704480594417233
公积金还房贷怎么还款?还贷的时候有什么要求吗,"http://www.ddsb.cn/news/20200629/23301192946.html"""
民生银行怎么样?房贷利息高不高?,"http://www.cnbzol.com/finance/yaowen/2020/0629/202805.html"""
"在还房贷的房子再做贷款,需要满足4个条件",https://baijiahao.baidu.com/s?id=1670822499661607256
2020年7月全国哪个银行定期存款利率高?房贷利率最低?,"http://www.cnbzol.com/finance/bank/2020/0629/202802.html"""
"银行员工:还房贷可别做这3件傻事,无论房价涨跌,白白送银行钱",https://baijiahao.baidu.com/s?id=1670794062935613879
2020年7月工商银行存款利率是多少?房贷LPR利率是多少,"http://www.jxyuging.com/fzdt/driving/2020/0629/71119.html"""
恒昌公司恒易融:申请房贷注意事项有哪些,"http://www.jinbw.com.cn/xiaofei/20200629/t_1593417810163283.html"""
"恭喜!7月起,购房者用好这5招,或将享受低房贷利率!",https://baijiahao.baidu.com/s?id=1670805633916813967
"3月起存量房贷利率定价方式转换,有房贷的这几点需要注意","http://www.3news.cn/24hot/2020/0629/419802.html"""
房贷固定利率可以转换成浮动利率吗?固定利率和浮动利率哪个好?,"http://nanning.gxorg.com/shehui/2020/0629/36559.html"""
LPR房贷利率重新定价日引争议需同客户协商,"http://www.carxoo.com/jinrong/news-297234.html"""
"95万房贷,30年要还多少利息?如果95万存银行,30年有多少利息?",https://baijiahao.baidu.com/s?id=1670811059203497366
"70后的中年人,房贷快还不上了;被子女连累的人生,有多么悲凉",https://baijiahao.baidu.com/s?id=1670803892242916534
南宁首套房贷利率下降!贷款100万少还12万!南宁出台“商转公...,"http://news.gxfdc.cn/news/News5_498466.shtml"""
银行房贷利率在什么样的情况下才会来回浮动?,"http://www.jxyuging.com/fzdt/driving/2020/0628/71040.html"""
恒昌利通恒易融:提前还房贷需搞清哪些内容,"http://www.hxxkw.org/dujia/gd/104894.html"""
香港钧濠集团前主席曾炜麟浅析房贷利率下降,"http://news.0551fangchan.com/gundong/2020-06-28/0664691.html"""
房贷里的利息怎么计算?政策未松动多地房贷利率稳中微降,"http://www.weishan.cc/news/gn/081844196.html"""
关注!存量浮动利率房贷定价转换到底应该怎么计算?,"https://yc.fccs.com/news/5773941.html"""
"房贷“商转公”变相降息,酝酿楼市新变局","https://house.ifeng.com/news/2020_06_27-52840095_0.shtml"""
有房贷的房子还能贷款吗?这四种方法也许能帮到你,"http://www.waihuigu.net/jinrong/20200628/964895.html"""
"婚前贷款买的房子,婚后不能加女方的名字,除非还完房贷",https://baijiahao.baidu.com/s?id=1670816955216918734
"存量房贷利率5.88%,转成lrp利率合适吗","http://www.3news.cn/24hot/2020/0629/419789.html"""
lpr利率是浮动利率还是固定利率?已有房贷要不要转lpr,"http://www.weishan.cc/news/jishi/081844257.html"""
有大事!抚州发布新政房贷有大变化,"http://jx.sina.cn/news/2020-06-26/detail-iirczymk8927240.d.html?from=wap"""
恒昌利通恒易融:申请房贷的五大攻略,"http://www.hehechengde.cn/zhuanti/xinxl/2020-06-28/158344.html"""
恒昌公司恒易融:房贷面签银行必查哪些要点,"http://cn.latincomercio.com/investment/20200627299.html"""
"Hot文章值得看:杭州楼市:在大江东买房,房贷30年划算吗?",https://baijiahao.baidu.com/s?id=1670804821614654030
29万亿房贷来袭!大家都不敢花钱了?,https://baijiahao.baidu.com/s?id=1670706377300829532
"房贷建议选择LPR?网友的担心有道理,专家:难以预测,愿赌服输",https://baijiahao.baidu.com/s?id=1670744087520314217
这座城市可房贷降息,https://baijiahao.baidu.com/s?id=1670704220942959953
"黑猫投诉:光大银行联合阳光保险,搭售保费非法房贷","https://news.sina.cn/2020-06-28/detail-iirczymk9367706.d.html"""
"90%的人没想到,平时这个消费习惯竟然会导致房贷被拒!",https://baijiahao.baidu.com/s?id=1670705375687595292
房贷利率下降?疫情期间是买房子的大好时机!,https://baijiahao.baidu.com/s?id=1670753104992671166
房贷如何申请一般是多久时间可以审批?,https://baijiahao.baidu.com/s?id=1670712356599203551
LPR报价连续两月未变多地房贷利率稳中微降,"http://finance.eastmoney.com/a/202006281534671890.html"""
"因业主逾期偿还房贷,富力老板李思廉收“限消令”,回应:已妥善处理",https://finance.sina.cn/stock/relnews/hk/2020-06-24/detail-iircuyvk0307232.d.html?vt=4
"东莞女子房贷108万,担心得睡不着,一直在还债中度过!",https://baijiahao.baidu.com/s?id=1670614206543897409
"美国26天放水13万亿,121万亿或正从美国撤离,中国人抛美国房产",https://baijiahao.baidu.com/s?id=1670369897798169912
"LPR两月未动,房贷利率稳中有降,下半年仍有下行空间",https://baijiahao.baidu.com/s?id=1670796400689285358
"再说一次,不要早还房贷",https://baijiahao.baidu.com/s?id=1669825810291999367
"6月南宁最新房贷利率曝光!LPR未下调,房贷利率却降了",https://baijiahao.baidu.com/s?id=1670731488986353739
"这条新政,为全国房贷变相降息开了“后门”",https://baijiahao.baidu.com/s?id=1670434524733850413
"学会这样还房贷,减少不必要的利息,银行员工教给你方法",https://baijiahao.baidu.com/s?id=1670723472339324381
房贷利率5.65%算不算很高了?,https://baijiahao.baidu.com/s?id=1670635269982899075
"如何减少房贷利息?2种方式可供参考,看完后,还是老实还房贷吧",https://baijiahao.baidu.com/s?id=1670383095375519398
"我工资8000房贷7000,女友工资4500,不肯还2000元房贷,该怎办?",https://baijiahao.baidu.com/s?id=1670456677156875680
"房贷转换剩2个月,重要的事情再提醒:选LPR",https://baijiahao.baidu.com/s?id=1670436328583546962
"是什么在拖垮年轻人?房贷已经过时,这“2样东西”最“危险”",https://baijiahao.baidu.com/s?id=1670391427777661491
"刚买的房子还有房贷好不好卖?房子要卖,需要达成什么条件?",https://baijiahao.baidu.com/s?id=1670665570490172931
"75万元的房贷,分30年多少利息?银行经理:别再跟银行傻傻送钱",https://baijiahao.baidu.com/s?id=1670571656167383961
"“两个房贷我还不起”:现实和爱,该如何选择?",https://baijiahao.baidu.com/s?id=1670643913976122908
"“房贷一族”的福音!贷款利率或将下行,房贷转LPR仅剩两个月",https://baijiahao.baidu.com/s?id=1670534246966997102
"房贷转换成LPR利率合适吗?依个人情况而定,但这种情况必须转!",https://baijiahao.baidu.com/s?id=1670657652315094225
"银行抵押贷款3.75%,你们愿意把房贷转换成抵押贷款吗?",https://baijiahao.baidu.com/s?id=1670525650159071028
"LPR连续两个月维持不变,房贷利率还有望继续下降吗?",https://baijiahao.baidu.com/s?id=1670381821247883180
"房贷年限选多久最合理?银行方透露:不少人没选对,白送不少钱!",https://baijiahao.baidu.com/s?id=1669618922829089414
"3年来首次!15天内二手房成交激增创纪录,房贷利率又降了!",https://baijiahao.baidu.com/s?id=1670010913021691472
看不懂的宿迁楼市!一边喊涨一边喊降!疫情下房贷又压垮了多少人,https://baijiahao.baidu.com/s?id=1670420098797118820
"收入下降,没钱还房贷了怎么办?一定不要“弃房断供”",https://baijiahao.baidu.com/s?id=1669731528306177915
广州、佛山最新房贷利率曝光!均进入全国前十低城市!,https://baijiahao.baidu.com/s?id=1670699739008548667
"高房贷已成为居民普遍性的沉重负担,还完房贷,基本上所剩无几",https://baijiahao.baidu.com/s?id=1669848127071218028
"这两天收到银行通知,建议房贷改成LPR,到底改还是不改?",https://baijiahao.baidu.com/s?id=1670357955338707162
"75万的房贷还30年,利息得多少?别再傻傻的给银行送钱了!",https://baijiahao.baidu.com/s?id=1670189971467778814
"新规下,两亿家庭、30万亿房贷全部这样处理,截止时间8月31日",https://baijiahao.baidu.com/s?id=1670292660844281407
全国房贷利率连降6个月二线城市降幅大于一线城市,https://baijiahao.baidu.com/s?id=1669890451818850632
"网慧验房:“大手笔”来了,房贷出新规,房奴生涯迎来转机",https://baijiahao.baidu.com/s?id=1669820907624525492
住房金融保持定力不“入夏”换锚LPR后房贷利率怎么走,https://baijiahao.baidu.com/s?id=1670367446385834382
"开收入证明,需要注意这3个细节,一不小心房贷就可能会贷不下来",https://baijiahao.baidu.com/s?id=1669636552531758205
全国首套房贷利率降至5.28%多城市降幅在10BP以上!有你的城市吗?,https://baijiahao.baidu.com/s?id=1669901973265644302
"为了买房还30年房贷,省吃俭用一辈子给银行打工,真的有必要吗?",https://baijiahao.baidu.com/s?id=1670099513239822263
"房贷未还清的要注意!2020年还款方式有变,央行已发布新规",https://baijiahao.baidu.com/s?id=1669357116158314052
"重庆“房奴”,你一个月多少房贷?压力大吗?快来看看别人的回答",https://baijiahao.baidu.com/s?id=1670118096984096138
6月最新LPR房贷利率曝光!依然是历史新低,https://baijiahao.baidu.com/s?id=1670400460543118738
为什么房贷让穷人更穷,https://baijiahao.baidu.com/s?id=1669383731746626345
"三线城市工资6千/月,有房贷,12万存款买20万车是否适合?",https://baijiahao.baidu.com/s?id=1670580596302850479
"LPR成为购房最大利好,房贷利率已连续下降6个月",https://baijiahao.baidu.com/s?id=1669995420719986943
"连续6个月下跌,首套房贷利率降至5.28%,再创淄博新低!",https://baijiahao.baidu.com/s?id=1670174564229142797
"房贷车贷压力大,电商闲鱼APP、兴盛优选、巨星行动、寺库受欢迎",https://baijiahao.baidu.com/s?id=1670583000526974298
"房贷新规下,要“提前还贷”吗?业内:两类人哪怕有违约金也得还",https://baijiahao.baidu.com/s?id=1670031677512357403
"“有房族”注意,房贷新规还有2个月到期,6000万家庭要做出选择",https://baijiahao.baidu.com/s?id=1669851431987316373
"关于房贷先还利息还是先还本金,消费者贷款利息到底花了多少钱?",https://baijiahao.baidu.com/s?id=1669942500670345732
"你家的房贷转LPR了吗?5年期LPR上半年共降15bp,百万贷款月供省近...","https://finance.sina.cn/2020-06-23/detail-iirczymk8513206.d.html?from=wap"""
"3个月盈利23.5%,我搞了个“还房贷”组合",https://baijiahao.baidu.com/s?id=1670166103189475312
"从2020年起,这6类房子或将“买卖困难”,房贷也可能办不下来!",https://baijiahao.baidu.com/s?id=1670183583982996303
"“我真还不起房贷了”,2亿家庭背负28万亿房贷,断供潮或将来临",https://baijiahao.baidu.com/s?id=1670283266892463869
"房贷,选等额本金还是等额跟本息好呢?亲身体会说一说",https://baijiahao.baidu.com/s?id=1670026470911496969
"2020年你得“趁早买房”?网友:租房15年,帮房东还30万房贷",https://baijiahao.baidu.com/s?id=1670256621386277841
利率比房贷还低?多家银行抢收个贷定向降利率!营销爆点背后有这一...,https://baijiahao.baidu.com/s?id=1669923705577764302
"今年开始,不买三种房新规下贬值迫在眉睫,房贷,房产证做不到",https://baijiahao.baidu.com/s?id=1669813973665786804
"重磅突发,央行调整房贷利率,买房成本“6连降”!",https://baijiahao.baidu.com/s?id=1669553616331940328
6月房贷报告:全国首套房贷平均利率5.28%环比再降4BP,"http://www.cinic.org.cn/sj/sdxz/shms/844158.html"""
"买房首付款已交,可是房贷被拒,现在进退两难,该如何减少损失?",https://baijiahao.baidu.com/s?id=1670297625339123913
LPR连续三个月未变专家:房贷利率年内仍有下调空间,"http://economy.enorth.com.cn/system/2020/06/22/050218466.shtml"""
"女子离奇“卖房”!房款没拿到,每月还要还3000元房贷!",https://baijiahao.baidu.com/s?id=1669641502891425660
"房贷利率5.39%,还有28年,选择固定利率还是LPR浮动利率?",https://baijiahao.baidu.com/s?id=1670095685696311306
"首付已经付了,但房贷还没批下来,这些钱能退吗?",https://baijiahao.baidu.com/s?id=1670330562281539865
"新版央行征信6大变化,房贷审批大调整,信用卡管理也有大变化",https://baijiahao.baidu.com/s?id=1670293438695907821
"提前还房贷后失业,银行却不愿意退回钱,后悔无处说",https://baijiahao.baidu.com/s?id=1669096872773206142
"月薪6000房贷4500块,很久没下馆子了,你怎么看待这种生活?",https://baijiahao.baidu.com/s?id=1670248398672910980
"房贷40万已还6年,还剩32万本金,如果提前还款划算吗?",https://baijiahao.baidu.com/s?id=1669732535774523453
"现房贷利率5.39%,未来五年会不会高于这个水平?",https://baijiahao.baidu.com/s?id=1669427723810758171
"房贷利率5.292%,纠结了很久,我选择了“固定利率”",https://baijiahao.baidu.com/s?id=1669554036877837922
"生活充满了起起落落,我会还我儿子的房贷",https://baijiahao.baidu.com/s?id=1670225898244301236
"房贷期限如何选?银行透露:房贷内有大学问,选择错误吃大亏",https://baijiahao.baidu.com/s?id=1669399986821351009
“降息”预期再次落空!下半年房贷利率还能再降吗?,https://baijiahao.baidu.com/s?id=1670342347349235649
"银行分期利率比房贷还低,地价大涨18%,水真的太多了",https://baijiahao.baidu.com/s?id=1670309807247786636
"提前还房贷超过“这个时间”就没必要了,银行经理:白白浪费钱",https://baijiahao.baidu.com/s?id=1669528314605203156
"房贷30年,贷款利率5.35%和5.29%,贷款100万元利息相差多少?",https://baijiahao.baidu.com/s?id=1670181173475471698
"央行发福利,1.4亿家庭集体“卸担子”,LPR下降,房贷利率再下调",https://baijiahao.baidu.com/s?id=1670252399823675309
疫情下加拿大房贷与住房公司严格标准,https://baijiahao.baidu.com/s?id=1669080253803242681
最低3.78%!银行消费贷款利率一降再降比房贷还便宜?,https://baijiahao.baidu.com/s?id=1669519753116301965
"2020央行新政策开启,“还没还清房贷”的仔细看,你的房贷要变了",https://baijiahao.baidu.com/s?id=1669215942452179069
"全国56%的家庭负债,50%因为房贷,专家:这次定要把房价打下去",https://baijiahao.baidu.com/s?id=1670066238388326667
"lpr6个月降至4.65%!银行没有玩套路,选LPR可少还利息",https://baijiahao.baidu.com/s?id=1670163678276940102
蔡晓鹏吁请:紧急出台暂缓中国公民涉房贷本息偿付普惠政策,https://baijiahao.baidu.com/s?id=1670120397549757086
"事关腰包,最后2个多月,房贷究竟选LPR还是固定利率?「新闻三剑客」",https://baijiahao.baidu.com/s?id=1670019858229765449
"贷款买房压力多大?房奴:工资五千,房贷六千多,压力好大!",https://baijiahao.baidu.com/s?id=1668575812753793561
还在纠结房贷选不选LPR浮动利率模式吗?答案来了,https://baijiahao.baidu.com/s?id=1669848058264978866
房贷利率下调!买房再迎利好,"http://house.jschina.com.cn/lpsd/202006/t20200609_6680912.shtml"""
"买房最纠结的事情,房贷越长越好还是越短越好?这点是关键",https://baijiahao.baidu.com/s?id=1668901181571343637
银行大促个人消费贷利率低于房贷?多家银行推优惠利率,https://baijiahao.baidu.com/s?id=1669430970778775829
"买房族记住了,不要再提前还房贷了,先听听懂行的怎么说!",https://baijiahao.baidu.com/s?id=1669492213690400880
"深圳楼市惊现断供潮,重庆楼市是否现异常?未来银行房贷更谨慎?",https://baijiahao.baidu.com/s?id=1668738117772473362
一二线城市过热已出现!黄峥身家超马云!影院老板房贷快还不起了,https://baijiahao.baidu.com/s?id=1670165723545978490
中国排协官宣解约!球迷担心房奴李盈莹的房贷、朱婷的MVP奖金,https://baijiahao.baidu.com/s?id=1669610011173102592
"多用户“卸载京东”,直言“太坑了”?一不小心,房贷都被秒拒?",https://baijiahao.baidu.com/s?id=1669724621397713094
房产证要“全面失效”?房贷也办不了?国家文件给了“答案”,https://baijiahao.baidu.com/s?id=1669940062721258744
5月LPR未降但房贷利率有望进一步下调,https://baijiahao.baidu.com/s?id=1668258355005343669
新加坡房贷利率降至1.5%,https://baijiahao.baidu.com/s?id=1669455646703273445
"笑skr人!你不生孩子,谁来接力偿还你爷爷的房贷?……哈哈都是人才!",https://baijiahao.baidu.com/s?id=1669705361007649186
"2006年,于谦借给曹云金8万块帮其买房,曹云金:害我月月还房贷",https://baijiahao.baidu.com/s?id=1670085200221712244
机构:5月M2增速或再创新高消费贷、房贷恢复性增长,https://baijiahao.baidu.com/s?id=1668289258272787013
上海买房税费、限购、房贷、摇号政策大全!你一定用得上!,https://baijiahao.baidu.com/s?id=1668496412773607039
房贷晚还6小时被纳入征信影响公积金提取吗?官方回复来了,https://baijiahao.baidu.com/s?id=1669083959302929518
"幸运彩民喜中刮刮乐“点球大战”20万元,奖金给父母还房贷",https://baijiahao.baidu.com/s?id=1669077167164542287
2020年7月中国银行存款利率是多少?房贷利率是多少,"http://www.jxyuging.com/fzdt/driving/2020/0629/71118.html"""
闹乌龙!业主房贷违约让房企老板收“限消令”,"http://www.yuncaijing.com/news/similar/id_14439839.html"""
"75万的房贷,30年要多少利息?银行员工:有的人傻傻的给银行送钱",https://baijiahao.baidu.com/s?id=1669938661620124953
"100万的房贷,30年要还多少利息?别再傻傻给银行“送钱”了……",https://baijiahao.baidu.com/s?id=1670078833067235001
甘犁:取消住房公积金将使市民群体承受更大的房贷负担,https://baijiahao.baidu.com/s?id=1668259966122141162
