url,name,daoyan,bianju,actor,leixing,guojia,yuyan,riqi,shoubo,pianchang,rate,vote_count,desc,jishu,danjipianchang,imdb,othername
https://movie.douban.com/subject/30190664/,极品老妈 第六季 Mom Season 6,['詹姆斯·维度斯'],['杰玛·贝克'],"['安娜·法瑞丝', '艾莉森·珍妮', '米密·肯尼迪', '贝丝·霍尔', '杰米·普莱斯利', '马特·琼斯']","['剧情', '喜剧', '爱情']",美国,英语,,['2018-09-27(美国)'],,9.3,4640,安娜·法瑞斯、艾莉森·珍妮主演喜剧《极品老妈》正式续订第6季。该剧第5季平均收视率达1100万，是观看人数最多的喜剧类剧集，仅次于《生活大爆炸》和《小谢尔顿》。,22,20分钟,https://www.imdb.com/title/tt8355548,老妈/母亲大人
https://movie.douban.com/subject/2171019/,办公室 第四季 The Office Season 4,['克雷格·丹尼尔斯'],['克雷格·丹尼尔斯'],"['史蒂夫·卡瑞尔', '雷恩·威尔森', '约翰·卡拉辛斯基', '珍娜·费舍', 'B·J·诺瓦克']","['剧情', '喜剧', '爱情']",美国,英语,,['2007-09-27(美国)'],,9.3,2240,"Season 4, Episode 1: Fun RunOriginal Air Date—27 September 2007Michael accidentally runs over Meridith in the parking lot, and his guilt causes him to organize a 5-K run for her. Dwight and Angela have a falling-out after he kills her cat, and the Jim and Pam's relationship is discovered.Season 4, Episode 2: Dunder Mifflin InfinityOriginal Air Date—4 October 2007Michael fe...",14,42分钟,https://www.imdb.com/title/tt1026035,爆笑办公室第四季/美版办公室第四季
https://movie.douban.com/subject/4741311/,探险活宝 第一季 Adventure Time with Finn and Jake Season 1,['彭德尔顿·沃德'],['彭德尔顿·沃德'],"['Jakethedog（JohnDiMaggio）', 'Finnthehuman（JeremyShada）']","['喜剧', '动画', '奇幻', '冒险']",美国,英语,,['2010-04-05(美国)'],,9.3,9586,故事发生在一片神奇的魔法大陆上，身为最后一名人类的12岁少年Finn，和他最好的朋友——一条老狗Jake，在这片大陆上展开了探险之旅。本动画每集均有独立的故事，出场的人物分别有泡泡糖公主、冰霸王、吸血鬼女王玛瑟琳以及肿泡泡公主等等。每一集里，Finn和Jake这一对活宝都会踏上光怪陆离的奇幻世界，遇上形形色色的人物，这一路上有危险，也有欢乐。《探险活宝》原是实验动画短片，于网络上播出后引起热烈反响，后被美国卡通频道选中并发展为完整长度的系列动画。,26,12分钟,https://www.imdb.com/title/tt1305826,探险活宝(台)/探险时光/与芬恩和杰克一起的冒险时间
https://movie.douban.com/subject/1770547/,蜂蜜与四叶草 ハチミツとクローバー,"['笠井贤一', '长井龙雪', '舛成孝二', '湖山祯崇', '吉本毅', '安藤健', '清水一伸', '高岛大辅', '橘秀树', '中山胜一', '松本佳久']",['黑田洋介'],"['神谷浩史', '工藤晴香', '野岛健儿', '高桥美佳子', '杉田智和', '上田祐司', '藤原启治', '大原沙耶香', '竹若拓磨']","['剧情', '喜剧', '爱情', '动画']",日本,日语,,['2005-04-14(日本)'],,9.3,35275,美术大学学生竹本和学长真山以及多次留级的森田一起生活在单身公寓里，大家的生活风清云淡却也乐趣无穷。他们的老师花本先生向三人介绍了自己表兄的女儿，阿久。外表幼小的阿久有着惊人的艺术表现力，竹本和森田都不觉得对她一见钟情。难以言表的爱情、友情在三人之间渐渐弥漫。另一方面，真山爱上了花本老师的朋友理花小姐，而理花却深陷对逝世丈夫的怀念，难以自拔。和真山青梅竹马的山田，在坚强爽朗的个性下却常常因为对真山的单恋而独自落泪。那个夏季，空气里弥漫着甜蜜也氤氲着苦涩，四叶草在风中摇曳，等待幸福的孩子们采摘。,24,23分钟,https://www.imdb.com/title/tt0478838,蜂蜜幸运草(台)/蜂蜜与幸运草/HoneyAndClover
https://movie.douban.com/subject/6793337/,电影史话 The Story of Film: An Odyssey,['马克·卡曾斯'],['马克·卡曾斯'],"['维姆·文德斯', '斯坦利·多南', '罗伯特·汤', '克莱尔·德尼', '阿米达普·巴强', '格斯·范·桑特', '蔡明亮']","['纪录片', '历史']",英国,英语,,['2011(英国)'],,9.3,5142,每集一小时，一共15集，长达900分钟的关于电影艺术的纪录片，制作于于2011年。这部纪录片由英国电影评论家、被称为“电影贩毒者”的马克·卡曾斯，根据自己撰写的同名著作拍摄而成，摄制期长达5年，跨越六大洲，展现了近120年的世界电影史及近千部电影作品。影片用电影化的方式讲述了电影史，探索电影人的创作如何被特定历史事件影响，而电影人之间又是怎样互相启发的。前两集，主要是讲早起电影的诞生和发展，还有好莱坞的崛起。讲的很全面，还采访了一些电影工作者，如斯坦利·多南，罗伯特·唐尼，格斯·范·桑特，简·坎皮恩，克莱尔·丹尼斯。片中大量穿插不少经典老片的片段进行讲解，同时还有现代世界的一些取景。前两集里出现了《卡萨布兰卡》，《长屋绅士录》，《虎胆忠魂》，《我略知她一二》，《出租车司机》，《月球旅行记》，《2001太空漫游》，《西部往事》，《随心所欲》，《一个国...,15,60分钟,https://www.imdb.com/title/tt2044056,电影的故事(台)
https://movie.douban.com/subject/11606408/,四月一日灵异事件簿·笼：徒梦 xxxHOLiC・籠 あだゆめ,['水岛努'],['大川七濑'],"['福山润', '中井和哉', '大原沙耶香', '伊藤静', '菊地美香']","['动画', '短片']",日本,日语,['2011-03-09'],,['28分钟'],9.3,5031,这是一家可以实现任何愿望的店，只要委托人愿意付出对等的代价。在命运的安排下，有缘人必然会走进这家店里进行委托。高中生四月一日君寻（福山润 配音），有着异于常人的体质，他可以看到并且吸引各种鬼怪。他身边的好友百目鬼（中井和哉 配音）和小葵（伊藤静 配音）都是特殊能力者。原店主壹原侑子消失后，四月一日君寻便接管了这家店，成为新店主，日复一日地等着侑子回来。 某夜，百目鬼的爷爷出现在店里，委托四月一日帮他实现愿望。四月一日接受委托后，进入了百目鬼的梦境中。在梦境中，四月一日看到百目鬼和自己的种种过往，正面临着黑暗的吞噬。梦境与现实，前世与未来，他看到了自己和身边人之间息息相关的命运。最后，回到现实的四月一日，发现百目鬼静居然来到店里拜访……,,,,四月一日灵异记事簿·笼：徒梦
https://movie.douban.com/subject/2138382/,Q版猫和老鼠 Tom and Jerry Kids Show,"['RobertAlvarez', 'DonLusk', 'PaulSommer', 'CarlUrbano', 'OscarDufau', 'JaySarbry']",,"['TeresaGanzel', 'RichardGautier', 'FrankWelker']","['喜剧', '动画', '家庭']",美国,英语,,['1990-09-08'],,9.3,42785,许多朋友都对儿时收看的动画片《猫和老鼠》无比怀念，在网上搜索到的大多是米高梅版的《猫和老鼠》，片中的猫及老鼠都比我们儿时在央视观看的大一号。留在80后最美好记忆中的猫和老鼠动画片实际是这部Tom and Jerry Kids show.由美国福克斯电视台1990年9月8日首播，1993年8月2日停播，共65集。每集三个故事，除了猫和老鼠外还穿插有肚皮和肚饱的父子狗对战麦克老狼的故事。这部Tom and Jerry Kids show 相比以前的猫和老鼠版本减少了暴力镜头，人物之间趋向于使用各种物品巧妙对战，猫和老鼠的形象也有改变，他们更加卡通，个头变小，更像是两个小孩。,65,30分钟,https://www.imdb.com/title/tt0198254,小猫和小鼠/小汤姆和小杰瑞
https://movie.douban.com/subject/4006452/,豪斯医生  第六季 House M.D. Season 6,"['DeranSarafian', 'GregYaitanes']","['DavidShore', 'LawrenceKaplow']","['休·劳瑞', '丽莎·艾德尔斯汀', '罗伯特·肖恩·莱纳德']","['剧情', '悬疑']",美国,英语,,['2009-09-21(美国)'],,9.3,10963,在上一季结尾中House大叔被送进了精神病院，这位医神大叔在精神病院会发生什么事情呢，那就尽请期待9月21日周一晚两集联播的House。,21,45分钟,https://www.imdb.com/title/tt1462220,医神第六季/流氓医生第六季/怪杰医生豪斯第六季/怪医豪斯第六季/Dr.HouseSeason6
https://movie.douban.com/subject/24857862/,齐木楠雄的灾难 斉木楠雄のΨ難,['中村讓'],['麻生周一(原作)'],"['浅沼晋太郎', '三宅健太', '江口拓也']","['喜剧', '动画']",日本,日语,,['2013-08-04'],,9.3,2551,生まれながらに超能力を持つ男子高校生、斉木楠雄。超能力を持つゆえに「生まれつき全てを奪われた人間」を自認する彼は、超能力者であることがばれないよう、目立たないように生活している。しかし、そんな彼のもとに、個性的なクラスメイトたちが集まってくる。,5,16分钟,,超能力者齐木楠雄的灾难/FLASHアニメ「斉木楠雄のΨ難」
https://movie.douban.com/subject/26841619/,超胆侠 第三季 Daredevil Season 3,"['菲尔·亚伯拉罕', '史蒂芬·瑟吉克']","['比尔·埃弗里特', '德鲁·高达', '斯坦·李']","['查理·考克斯', '黛博拉·安沃尔', '埃尔登·汉森', '文森特·多诺费奥', '罗伊斯·约翰逊', '杰弗里·坎特尔', '杰伊·阿里', '斯蒂芬·里德尔', '威尔逊·贝索尔', '阿耶莱特·祖里尔', '皮特·麦克罗比', '埃米·拉特贝格', '琼妮·威利']","['剧情', '动作', '科幻', '惊悚', '犯罪']",美国,英语,,['2018-10-19(美国)'],,9.3,8898,漫威官宣文森特·多诺费奥饰演的金并将回归《夜魔侠》第三季，查理·考克斯、黛博拉·安沃尔、埃尔登·汉森等主演也会回归。该剧即将开拍，2018年播出。,13,54分钟,https://www.imdb.com/title/tt5902120,夜魔/夜魔侠
https://movie.douban.com/subject/27090894/,京都人秘密的欢愉 京都人の密かな愉しみ,['NHK'],['NHK'],"['常盘贵子', '银粉蝶']",['剧情'],日本,日语,,['2015-01-03(日本)'],,9.3,3598,NHK制作的电视电影。本系列每部两小时，后剪辑为每部四集三十分钟的剧集放送。此为系列第一部，包含：「作法編」 —— 处世篇「縁結び編」 —— 姻缘篇「秋から冬の味覚編」 —— 秋去冬来味觉篇「代替わり編」——传承篇,20,30分钟,,京都人的私房雅趣(台)
https://movie.douban.com/subject/4016543/,同志亦凡人 第二季 Queer as Folk Season 2,"['查尔斯·麦克道格尔CharlesMcDougall', '莎拉·哈丁SarahHarding']","['RonCowen', 'DanielLipman']","['葛尔·哈罗德', '兰迪·哈里森', '哈尔·斯帕克斯']","['剧情', '同性']",美国/加拿大,英语,,['2002-01-06(美国)'],,9.3,9791,接续着第一季的故事，在舞会结束后的停车场，被棒球袭击的Justin（兰迪•哈里森 Randy Harrison 饰）陷入了昏迷之中。看似正常的Brian（葛尔•哈罗德 Gale Harold 饰）却夜夜守候。最终Justin苏醒了，却不记得那晚发生的事。经过一番波折和努力，Brian让Justin克服了心理障碍，且重新拿起了画笔，自己也和Justin进入到一段全新的关系中。可对伴侣关系抱以不信任态度的Brian在不经意间让Justin伤了心。恰逢这时出现了才华横溢的小提琴家。艺术的共鸣，让Justin渐渐远离了Brian，进入到新的关系中。这一边，告别了David的Michael（哈尔•斯帕克斯 Hal Sparks 饰）不忍受之前工作的同事奚落，开了漫画店，也因此邂逅了大学老师Ben（罗伯特•甘特 Robert Gant 饰）；Ted（斯科特•洛...,20,55分钟,https://www.imdb.com/title/tt0681316,同志亦常人第二季/男版欲望都市第二季/美版同志亦凡人第二季
https://movie.douban.com/subject/26860014/,守望先锋：最后的堡垒 Overwatch: The Last Bastion,"['BenDai', 'JeffChamberlain']","['马特·伯恩斯', 'JeffChamberlain']",['YannickKordel'],"['科幻', '动画', '短片']",美国,无对白,['2016-08-19'],,[],9.3,2479,在一片祥和，鸟语花香的密林中，堡垒已经静静地沉睡了不知多长时间。一只小黄鸟飞到了旁边，不经意间再度激活了堡垒的程序，故事也由此开始……虽然这位充满探索欲的智械渐渐迷上了周围的环境，但很快却发现，其核心战斗程序正指引它踏上另一条道路……在行进途中，堡垒无意中将啄木鸟的声音误认为枪声，于是激活了自身的战斗程序，将面前的森林毁为平地。此时的堡垒继续沿着预设好的战斗路径前行，它的目标是艾兴瓦尔德！在数十年前，这里是欧洲智械战争的核心地区之一，莱因哈特的上司、十字军指挥官Balderich von Alder率领部队在此迎击过智械大军。所幸的是，在最后的关头，那只小黄鸟唤醒了堡垒的和平意识，它才能再度回归平静状态。@m.yakutv.cc,,,https://www.imdb.com/title/tt6081442,鬥陣特攻：最後的壁壘機兵(台)
https://movie.douban.com/subject/20277091/,美国商业大亨传奇 The Men Who Built America,,"['唐纳德·特朗普', '亚伯拉罕·林肯', '约翰·戴维森·洛克菲勒', '安德鲁·卡耐基', '杰克·韦尔奇', '科尼利尔斯·范德比尔特', '彼得·伊里奇·柴可夫斯基', '托马斯·阿尔瓦·爱迪生', '杰瑞·温特劳布', '尼古拉·特斯拉', '威廉·詹宁斯·布赖恩', '威廉·麦金莱', '罗纳德·佩雷尔曼', '西奥多·罗斯福', '亨利·福特']","['CampbellScott', 'EricRolland', 'TimGetman']","['纪录片', '传记', '历史']",美国,英语,,['2012-02-08(美国)'],,9.3,5311,History Channel巨制，CCTV引进版改名为《美国商业大亨传奇》。美利坚合众国不是被发现的，而是被建设的。洛克菲勒、范德比尔特、卡内基、阿斯特、福特和摩根，就是这些人建设了它，而且他们的名字与美国梦想同义。在工业时代的顶峰时期，这些人为一个现代国家创立了一个大胆的想象力，并改造了我们时代的最了不起的工业：石油、铁轨、港铁、船舶、汽车和金融。他们都是从贫困中挣扎起来的。当他们选举总统、设定经济政策并影响他们时代的每一重大事件的时候，他们的道路交叉反复，从内战到经济大萧条。这部系列片还勾勒出数百万美国工人从宾夕法尼亚州炼钢厂到底特律的组装线，是他们把这些梦想变成事实。,8,40分钟,https://www.imdb.com/title/tt2167393,谁建造了美国/美利坚建设者/美国缔造者
https://movie.douban.com/subject/5172470/,糟糕历史 第一季 Horrible Histories Season 1,,,"['马修·贝恩顿', '吉姆·霍威克', '本·威尔邦德', '西蒙·法纳比', '萨拉·哈德兰', '玛莎·豪-道格拉斯']","['喜剧', '历史']",英国,英语,,['2009-04-16'],,9.3,8049,《糟糕历史》是CBBC出品的一档儿童节目，但吸引到了各个年龄段的观众，在IMDB上有高达9.1的评分。该节目用喜剧的视角向观众朋友们展示历史上最囧的一面，涉及到古希腊、古罗马、阿兹台克、印加、世界大战以及英国历史上各王朝等，内容丰富，寓教于乐。几位演员可谓全才，对各种类型的角色的塑造堪称经典，并且能歌善舞。《糟糕历史》中的歌舞桥段，可谓一大看点。总之，一句话形容，就是“外表荒诞无节操，内心高洁学问高”。,13,30分钟,https://www.imdb.com/title/tt1400819,可怕的历史第一季/恐怖历史第一季
https://movie.douban.com/subject/3807886/,广告狂人  第三季 Mad Men Season 3,['阿兰·泰勒'],['马修·韦纳'],"['乔恩·哈姆', '詹纽瑞·琼斯', '伊丽莎白·莫斯', '克里斯蒂娜·亨德里克斯', '约翰·斯拉特里', '文森特·卡塞瑟']",['剧情'],美国,英语,,['2009-08-16'],,9.3,12765,你是谁？你想要什么？你爱干什么？这些都不重要，重要的是你怎么把东西卖出去。《广告狂人》由《黑道家族》的制片人和编剧Matthew Weiner出品，背景设定在上世纪六十年代，聚焦于这个美国梦形成继而破碎的年代，大胆地描述了美国广告业黄金时代残酷的商业竞争。《广告狂人》第二季的故事结束于冷战的全面爆发，彻底击碎了中产阶级独自安于一隅的美梦。第三季的故事从预告片来看也应该走向更加绝望与悲观的阶段。我们不难看出剧集片头中一个男人坠落的画面，不知是隐喻本片的主人公的生活，还是指60年代美国梦的殒落。,13,,https://www.imdb.com/title/tt1439792,麦迪逊狂人第三季
